ID	Gene ID	Trans.ID
>Seq_1606634	ENSG00000158270	ENST00000400256
>Seq_1606640	ENSG00000158270	ENST00000400256
>Seq_1606717	ENSG00000158270	ENST00000400256
>Seq_1606753	ENSG00000158270	ENST00000400256
>Seq_1606851	ENSG00000158290	ENST00000336592
>Seq_1606868	ENSG00000158290	ENST00000336592
>Seq_1606892	ENSG00000158290	ENST00000336592
>Seq_1606897	ENSG00000158290	ENST00000336592
>Seq_1606948	ENSG00000158290	ENST00000336592
>Seq_1606956	ENSG00000158290	ENST00000336592
>Seq_1606981	ENSG00000158290	ENST00000371322
>Seq_1607052	ENSG00000158296	ENST00000417157
>Seq_1607101	ENSG00000158301	ENST00000332262
>Seq_1607112	ENSG00000158301	ENST00000332262
>Seq_1607118	ENSG00000158301	ENST00000332262
>Seq_1607141	ENSG00000158301	ENST00000332262
>Seq_1607171	ENSG00000158315	ENST00000289248
>Seq_1607191	ENSG00000158315	ENST00000540558
>Seq_1607203	ENSG00000158321	ENST00000342771
>Seq_1607283	ENSG00000158373	ENST00000289316
>Seq_1607306	ENSG00000158373	ENST00000289316
>Seq_1607310	ENSG00000158373	ENST00000289316
>Seq_1607376	ENSG00000158402	ENST00000323760
>Seq_1607398	ENSG00000158402	ENST00000323760
>Seq_1607409	ENSG00000158402	ENST00000323760
>Seq_1607418	ENSG00000158402	ENST00000323760
>Seq_1607472	ENSG00000158402	ENST00000514555
>Seq_1607489	ENSG00000158406	ENST00000377727
>Seq_1607500	ENSG00000158406	ENST00000634956
>Seq_1607520	ENSG00000158411	ENST00000289359
>Seq_1607545	ENSG00000158411	ENST00000289359
>Seq_1607651	ENSG00000158411	ENST00000289359
>Seq_1607676	ENSG00000158411	ENST00000289359
>Seq_1607682	ENSG00000158411	ENST00000289359
>Seq_1607686	ENSG00000158411	ENST00000289359
>Seq_1607704	ENSG00000158411	ENST00000409107
>Seq_1607712	ENSG00000158411	ENST00000409107
>Seq_1607768	ENSG00000158417	ENST00000289371
>Seq_1607811	ENSG00000158417	ENST00000289371
>Seq_1607824	ENSG00000158417	ENST00000289371
>Seq_1607857	ENSG00000158417	ENST00000289371
>Seq_1607885	ENSG00000158417	ENST00000289371
>Seq_1607985	ENSG00000158417	ENST00000289371
>Seq_1608000	ENSG00000158417	ENST00000289371
>Seq_1608041	ENSG00000158417	ENST00000289371
>Seq_1608092	ENSG00000158417	ENST00000289371
>Seq_1608104	ENSG00000158417	ENST00000289371
>Seq_1608111	ENSG00000158417	ENST00000289371
>Seq_1608200	ENSG00000158417	ENST00000289371
>Seq_1608233	ENSG00000158417	ENST00000289371
>Seq_1608349	ENSG00000158417	ENST00000289371
>Seq_1608426	ENSG00000158417	ENST00000289371
>Seq_1608452	ENSG00000158417	ENST00000289371
>Seq_1608665	ENSG00000158417	ENST00000289371
>Seq_1608669	ENSG00000158417	ENST00000289371
>Seq_1608689	ENSG00000158417	ENST00000289371
>Seq_1608704	ENSG00000158417	ENST00000289371
>Seq_1608791	ENSG00000158417	ENST00000289371
>Seq_1608820	ENSG00000158417	ENST00000289371
>Seq_1608837	ENSG00000158417	ENST00000289371
>Seq_1609294	ENSG00000158417	ENST00000289371
>Seq_1609320	ENSG00000158417	ENST00000289371
>Seq_1609346	ENSG00000158417	ENST00000289371
>Seq_1609572	ENSG00000158417	ENST00000289371
>Seq_1609627	ENSG00000158417	ENST00000289371
>Seq_1609647	ENSG00000158417	ENST00000289371
>Seq_1609688	ENSG00000158417	ENST00000289371
>Seq_1609752	ENSG00000158417	ENST00000289371
>Seq_1609795	ENSG00000158423	ENST00000375327
>Seq_1609811	ENSG00000158423	ENST00000414955
>Seq_1609817	ENSG00000158427	ENST00000419165
>Seq_1609872	ENSG00000158435	ENST00000289382
>Seq_1609875	ENSG00000158435	ENST00000289382
>Seq_1609889	ENSG00000158435	ENST00000289382
>Seq_1609913	ENSG00000158435	ENST00000289382
>Seq_1609922	ENSG00000158435	ENST00000289382
>Seq_1609984	ENSG00000158457	ENST00000486685
>Seq_1610004	ENSG00000158457	ENST00000486685
>Seq_1610082	ENSG00000158457	ENST00000614309
>Seq_1610087	ENSG00000158458	ENST00000289422
>Seq_1610094	ENSG00000158467	ENST00000325006
>Seq_1610098	ENSG00000158467	ENST00000325006
>Seq_1610107	ENSG00000158467	ENST00000325006
>Seq_1610120	ENSG00000158467	ENST00000325006
>Seq_1610156	ENSG00000158467	ENST00000325006
>Seq_1610211	ENSG00000158467	ENST00000325006
>Seq_1610233	ENSG00000158467	ENST00000325006
>Seq_1610238	ENSG00000158467	ENST00000325006
>Seq_1610292	ENSG00000158467	ENST00000325006
>Seq_1610311	ENSG00000158470	ENST00000371711
>Seq_1610335	ENSG00000158470	ENST00000371711
>Seq_1610352	ENSG00000158470	ENST00000371711
>Seq_1610385	ENSG00000158470	ENST00000371711
>Seq_1610453	ENSG00000158470	ENST00000371711
>Seq_1610654	ENSG00000158470	ENST00000371711
>Seq_1610780	ENSG00000158480	ENST00000289431
>Seq_1610797	ENSG00000158480	ENST00000289431
>Seq_1610889	ENSG00000158483	ENST00000359244
>Seq_1610897	ENSG00000158483	ENST00000359244
>Seq_1610926	ENSG00000158483	ENST00000359244
>Seq_1610953	ENSG00000158486	ENST00000261383
>Seq_1610958	ENSG00000158486	ENST00000261383
>Seq_1610972	ENSG00000158517	ENST00000289473
>Seq_1610988	ENSG00000158517	ENST00000289473
>Seq_1611007	ENSG00000158517	ENST00000289473
>Seq_1611077	ENSG00000158517	ENST00000289473
>Seq_1611095	ENSG00000158517	ENST00000289473
>Seq_1611138	ENSG00000158526	ENST00000375151
>Seq_1611206	ENSG00000158526	ENST00000375151
>Seq_1611208	ENSG00000158526	ENST00000375151
>Seq_1611378	ENSG00000158526	ENST00000375151
>Seq_1611440	ENSG00000158528	ENST00000289495
>Seq_1611443	ENSG00000158528	ENST00000289495
>Seq_1611489	ENSG00000158528	ENST00000289495
>Seq_1611530	ENSG00000158528	ENST00000289495
>Seq_1611594	ENSG00000158528	ENST00000289495
>Seq_1611710	ENSG00000158545	ENST00000301011
>Seq_1611729	ENSG00000158545	ENST00000301011
>Seq_1611768	ENSG00000158545	ENST00000301011
>Seq_1611770	ENSG00000158545	ENST00000301011
>Seq_1611827	ENSG00000158545	ENST00000301011
>Seq_1611834	ENSG00000158545	ENST00000301011
>Seq_1611874	ENSG00000158545	ENST00000301011
>Seq_1611881	ENSG00000158545	ENST00000301011
>Seq_1611888	ENSG00000158545	ENST00000301011
>Seq_1611906	ENSG00000158545	ENST00000301011
>Seq_1611938	ENSG00000158545	ENST00000301011
>Seq_1611949	ENSG00000158545	ENST00000301011
>Seq_1611953	ENSG00000158545	ENST00000301011
>Seq_1611964	ENSG00000158545	ENST00000301011
>Seq_1611972	ENSG00000158545	ENST00000301011
>Seq_1611998	ENSG00000158545	ENST00000301011
>Seq_1611999	ENSG00000158545	ENST00000301011
>Seq_1612054	ENSG00000158545	ENST00000301011
>Seq_1612096	ENSG00000158545	ENST00000301011
>Seq_1612107	ENSG00000158545	ENST00000301011
>Seq_1612130	ENSG00000158545	ENST00000301011
>Seq_1612182	ENSG00000158545	ENST00000301011
>Seq_1612195	ENSG00000158545	ENST00000452588
>Seq_1612202	ENSG00000158545	ENST00000452588
>Seq_1612208	ENSG00000158545	ENST00000565583
>Seq_1612235	ENSG00000158552	ENST00000289528
>Seq_1612250	ENSG00000158552	ENST00000289528
>Seq_1612266	ENSG00000158552	ENST00000289528
>Seq_1612343	ENSG00000158552	ENST00000409594
>Seq_1612354	ENSG00000158552	ENST00000464902
>Seq_1612360	ENSG00000158552	ENST00000475533
>Seq_1612366	ENSG00000158555	ENST00000336898
>Seq_1612375	ENSG00000158555	ENST00000336898
>Seq_1612388	ENSG00000158555	ENST00000531561
>Seq_1612404	ENSG00000158560	ENST00000324972
>Seq_1612608	ENSG00000158604	ENST00000444131
>Seq_1612609	ENSG00000158604	ENST00000444131
>Seq_1612692	ENSG00000158615	ENST00000367188
>Seq_1612695	ENSG00000158615	ENST00000367188
>Seq_1612723	ENSG00000158615	ENST00000367188
>Seq_1612756	ENSG00000158615	ENST00000367188
>Seq_1612763	ENSG00000158615	ENST00000367188
>Seq_1612778	ENSG00000158615	ENST00000367188
>Seq_1612860	ENSG00000158623	ENST00000330992
>Seq_1612880	ENSG00000158623	ENST00000330992
>Seq_1612897	ENSG00000158623	ENST00000330992
>Seq_1612910	ENSG00000158623	ENST00000330992
>Seq_1612957	ENSG00000158623	ENST00000425248
>Seq_1613031	ENSG00000158636	ENST00000334736
>Seq_1613063	ENSG00000158636	ENST00000334736
>Seq_1613072	ENSG00000158636	ENST00000334736
>Seq_1613078	ENSG00000158636	ENST00000334736
>Seq_1613081	ENSG00000158636	ENST00000334736
>Seq_1613086	ENSG00000158636	ENST00000334736
>Seq_1613124	ENSG00000158636	ENST00000334736
>Seq_1613166	ENSG00000158636	ENST00000334736
>Seq_1613181	ENSG00000158636	ENST00000334736
>Seq_1613195	ENSG00000158636	ENST00000334736
>Seq_1613245	ENSG00000158639	ENST00000289619
>Seq_1613276	ENSG00000158639	ENST00000374952
>Seq_1613364	ENSG00000158669	ENST00000396987
>Seq_1613387	ENSG00000158669	ENST00000396987
>Seq_1613430	ENSG00000158669	ENST00000396987
>Seq_1613435	ENSG00000158669	ENST00000396987
>Seq_1613446	ENSG00000158669	ENST00000396987
>Seq_1613482	ENSG00000158669	ENST00000396987
>Seq_1613495	ENSG00000158669	ENST00000396987
>Seq_1613532	ENSG00000158669	ENST00000396987
>Seq_1613608	ENSG00000158691	ENST00000361028
>Seq_1613699	ENSG00000158710	ENST00000320307
>Seq_1613728	ENSG00000158710	ENST00000320307
>Seq_1613777	ENSG00000158710	ENST00000320307
>Seq_1613854	ENSG00000158710	ENST00000368097
>Seq_1613867	ENSG00000158710	ENST00000368097
>Seq_1613887	ENSG00000158710	ENST00000368097
>Seq_1613931	ENSG00000158710	ENST00000368097
>Seq_1613941	ENSG00000158710	ENST00000368097
>Seq_1613954	ENSG00000158711	ENST00000289703
>Seq_1613968	ENSG00000158711	ENST00000289703
>Seq_1613996	ENSG00000158711	ENST00000357992
>Seq_1614188	ENSG00000158717	ENST00000312838
>Seq_1614198	ENSG00000158717	ENST00000312838
>Seq_1614219	ENSG00000158717	ENST00000312838
>Seq_1614255	ENSG00000158747	ENST00000375136
>Seq_1614257	ENSG00000158747	ENST00000375136
>Seq_1614264	ENSG00000158747	ENST00000375136
>Seq_1614393	ENSG00000158747	ENST00000375136
>Seq_1614420	ENSG00000158769	ENST00000368026
>Seq_1614684	ENSG00000158773	ENST00000368019
>Seq_1614697	ENSG00000158773	ENST00000368020
>Seq_1614705	ENSG00000158773	ENST00000368020
>Seq_1614714	ENSG00000158773	ENST00000368020
>Seq_1614809	ENSG00000158773	ENST00000368021
>Seq_1614897	ENSG00000158793	ENST00000368007
>Seq_1614949	ENSG00000158793	ENST00000368007
>Seq_1614969	ENSG00000158793	ENST00000368007
>Seq_1615017	ENSG00000158793	ENST00000461376
>Seq_1615042	ENSG00000158796	ENST00000368006
>Seq_1615048	ENSG00000158796	ENST00000368006
>Seq_1615061	ENSG00000158796	ENST00000368006
>Seq_1615076	ENSG00000158796	ENST00000368006
>Seq_1615120	ENSG00000158805	ENST00000289816
>Seq_1615244	ENSG00000158805	ENST00000564004
>Seq_1615374	ENSG00000158805	ENST00000564004
>Seq_1615457	ENSG00000158805	ENST00000564004
>Seq_1615607	ENSG00000158805	ENST00000568064
>Seq_1615642	ENSG00000158816	ENST00000473325
>Seq_1615646	ENSG00000158825	ENST00000375071
>Seq_1615830	ENSG00000158850	ENST00000319769
>Seq_1615848	ENSG00000158850	ENST00000319769
>Seq_1615866	ENSG00000158850	ENST00000319769
>Seq_1615913	ENSG00000158850	ENST00000319769
>Seq_1615960	ENSG00000158850	ENST00000493164
>Seq_1615984	ENSG00000158856	ENST00000265800
>Seq_1616024	ENSG00000158859	ENST00000367996
>Seq_1616028	ENSG00000158859	ENST00000367996
>Seq_1616065	ENSG00000158859	ENST00000367996
>Seq_1616110	ENSG00000158863	ENST00000289921
>Seq_1616171	ENSG00000158864	ENST00000367993
>Seq_1616200	ENSG00000158864	ENST00000367993
>Seq_1616210	ENSG00000158864	ENST00000367993
>Seq_1616254	ENSG00000158864	ENST00000367993
>Seq_1616274	ENSG00000158864	ENST00000367993
>Seq_1616291	ENSG00000158864	ENST00000367993
>Seq_1616301	ENSG00000158864	ENST00000367993
>Seq_1616314	ENSG00000158864	ENST00000367993
>Seq_1616327	ENSG00000158864	ENST00000367993
>Seq_1616378	ENSG00000158864	ENST00000367993
>Seq_1616386	ENSG00000158864	ENST00000367993
>Seq_1616550	ENSG00000158864	ENST00000367993
>Seq_1616589	ENSG00000158864	ENST00000367993
>Seq_1616606	ENSG00000158864	ENST00000367993
>Seq_1616623	ENSG00000158864	ENST00000468828
>Seq_1616788	ENSG00000158869	ENST00000367992
>Seq_1616906	ENSG00000158882	ENST00000367987
>Seq_1616914	ENSG00000158882	ENST00000367987
>Seq_1616940	ENSG00000158882	ENST00000367987
>Seq_1617091	ENSG00000158887	ENST00000463290
>Seq_1617107	ENSG00000158941	ENST00000308511
>Seq_1617162	ENSG00000158941	ENST00000308511
>Seq_1617179	ENSG00000158941	ENST00000308511
>Seq_1617201	ENSG00000158941	ENST00000308511
>Seq_1617230	ENSG00000158941	ENST00000308511
>Seq_1617239	ENSG00000158941	ENST00000308511
>Seq_1617256	ENSG00000158941	ENST00000308511
>Seq_1617261	ENSG00000158941	ENST00000308511
>Seq_1617267	ENSG00000158941	ENST00000308511
>Seq_1617274	ENSG00000158941	ENST00000308511
>Seq_1617288	ENSG00000158941	ENST00000308511
>Seq_1617306	ENSG00000158941	ENST00000308511
>Seq_1617365	ENSG00000158941	ENST00000520861
>Seq_1617386	ENSG00000158941	ENST00000522599
>Seq_1617390	ENSG00000158941	ENST00000523801
>Seq_1617394	ENSG00000158941	ENST00000613179
>Seq_1617397	ENSG00000158966	ENST00000290039
>Seq_1617406	ENSG00000158966	ENST00000290039
>Seq_1617422	ENSG00000158966	ENST00000290039
>Seq_1617459	ENSG00000158966	ENST00000290039
>Seq_1617471	ENSG00000158966	ENST00000290039
>Seq_1617483	ENSG00000158966	ENST00000290039
>Seq_1617491	ENSG00000158966	ENST00000290039
>Seq_1617497	ENSG00000158966	ENST00000290039
>Seq_1617516	ENSG00000158966	ENST00000290039
>Seq_1617570	ENSG00000158985	ENST00000360515
>Seq_1617739	ENSG00000158987	ENST00000308008
>Seq_1617743	ENSG00000158987	ENST00000308008
>Seq_1617749	ENSG00000158987	ENST00000308008
>Seq_1617771	ENSG00000158987	ENST00000308008
>Seq_1617785	ENSG00000158987	ENST00000507093
>Seq_1617853	ENSG00000159023	ENST00000343067
>Seq_1617859	ENSG00000159023	ENST00000343067
>Seq_1617874	ENSG00000159023	ENST00000343067
>Seq_1617880	ENSG00000159023	ENST00000343067
>Seq_1617903	ENSG00000159023	ENST00000343067
>Seq_1617912	ENSG00000159023	ENST00000343067
>Seq_1617955	ENSG00000159023	ENST00000343067
>Seq_1617963	ENSG00000159023	ENST00000343067
>Seq_1618138	ENSG00000159023	ENST00000343067
>Seq_1618162	ENSG00000159023	ENST00000347529
>Seq_1618167	ENSG00000159023	ENST00000347529
>Seq_1618177	ENSG00000159023	ENST00000349460
>Seq_1618216	ENSG00000159023	ENST00000356093
>Seq_1618223	ENSG00000159023	ENST00000356093
>Seq_1618294	ENSG00000159055	ENST00000290130
>Seq_1618315	ENSG00000159055	ENST00000290130
>Seq_1618385	ENSG00000159063	ENST00000299626
>Seq_1618397	ENSG00000159063	ENST00000299626
>Seq_1618473	ENSG00000159069	ENST00000325285
>Seq_1618481	ENSG00000159069	ENST00000325285
>Seq_1618485	ENSG00000159069	ENST00000325285
>Seq_1618491	ENSG00000159069	ENST00000325285
>Seq_1618495	ENSG00000159069	ENST00000325285
>Seq_1618501	ENSG00000159069	ENST00000325285
>Seq_1618506	ENSG00000159069	ENST00000325285
>Seq_1618525	ENSG00000159079	ENST00000290155
>Seq_1618547	ENSG00000159079	ENST00000290155
>Seq_1618570	ENSG00000159079	ENST00000290155
>Seq_1618587	ENSG00000159079	ENST00000290155
>Seq_1618648	ENSG00000159079	ENST00000300260
>Seq_1618651	ENSG00000159079	ENST00000300260
>Seq_1618714	ENSG00000159079	ENST00000300260
>Seq_1618749	ENSG00000159079	ENST00000300260
>Seq_1618770	ENSG00000159079	ENST00000300260
>Seq_1618807	ENSG00000159079	ENST00000458138
>Seq_1618825	ENSG00000159082	ENST00000357345
>Seq_1618837	ENSG00000159082	ENST00000357345
>Seq_1618842	ENSG00000159082	ENST00000357345
>Seq_1618852	ENSG00000159082	ENST00000357345
>Seq_1618904	ENSG00000159086	ENST00000290178
>Seq_1618922	ENSG00000159086	ENST00000290178
>Seq_1619009	ENSG00000159086	ENST00000290178
>Seq_1619023	ENSG00000159086	ENST00000290178
>Seq_1619032	ENSG00000159086	ENST00000290178
>Seq_1619039	ENSG00000159086	ENST00000290178
>Seq_1619071	ENSG00000159110	ENST00000342136
>Seq_1619077	ENSG00000159110	ENST00000342136
>Seq_1619090	ENSG00000159110	ENST00000342136
>Seq_1619110	ENSG00000159110	ENST00000342136
>Seq_1619158	ENSG00000159110	ENST00000342136
>Seq_1619159	ENSG00000159110	ENST00000342136
>Seq_1619194	ENSG00000159110	ENST00000342136
>Seq_1619205	ENSG00000159110	ENST00000342136
>Seq_1619282	ENSG00000159111	ENST00000290208
>Seq_1619290	ENSG00000159111	ENST00000290208
>Seq_1619291	ENSG00000159111	ENST00000290208
>Seq_1619391	ENSG00000159111	ENST00000290208
>Seq_1619486	ENSG00000159111	ENST00000290208
>Seq_1619542	ENSG00000159111	ENST00000351111
>Seq_1619579	ENSG00000159128	ENST00000290219
>Seq_1619627	ENSG00000159128	ENST00000290219
>Seq_1619720	ENSG00000159131	ENST00000361093
>Seq_1619734	ENSG00000159131	ENST00000361093
>Seq_1619747	ENSG00000159131	ENST00000361093
>Seq_1619751	ENSG00000159131	ENST00000361093
>Seq_1619776	ENSG00000159131	ENST00000361093
>Seq_1619811	ENSG00000159131	ENST00000361093
>Seq_1619813	ENSG00000159131	ENST00000361093
>Seq_1619819	ENSG00000159131	ENST00000361093
>Seq_1619881	ENSG00000159131	ENST00000366093
>Seq_1619896	ENSG00000159131	ENST00000381839
>Seq_1619928	ENSG00000159131	ENST00000381839
>Seq_1619931	ENSG00000159131	ENST00000381839
>Seq_1619960	ENSG00000159131	ENST00000381839
>Seq_1619973	ENSG00000159131	ENST00000381839
>Seq_1619977	ENSG00000159131	ENST00000381839
>Seq_1619989	ENSG00000159131	ENST00000381839
>Seq_1619996	ENSG00000159131	ENST00000381839
>Seq_1620100	ENSG00000159140	ENST00000300278
>Seq_1620120	ENSG00000159140	ENST00000300278
>Seq_1620213	ENSG00000159140	ENST00000300278
>Seq_1620240	ENSG00000159140	ENST00000300278
>Seq_1620251	ENSG00000159140	ENST00000300278
>Seq_1620313	ENSG00000159140	ENST00000300278
>Seq_1620334	ENSG00000159140	ENST00000300278
>Seq_1620413	ENSG00000159140	ENST00000300278
>Seq_1620415	ENSG00000159140	ENST00000300278
>Seq_1620422	ENSG00000159140	ENST00000300278
>Seq_1620459	ENSG00000159140	ENST00000300278
>Seq_1620464	ENSG00000159140	ENST00000300278
>Seq_1620518	ENSG00000159140	ENST00000300278
>Seq_1620544	ENSG00000159140	ENST00000300278
>Seq_1620564	ENSG00000159140	ENST00000300278
>Seq_1620580	ENSG00000159140	ENST00000300278
>Seq_1620582	ENSG00000159140	ENST00000300278
>Seq_1620589	ENSG00000159140	ENST00000300278
>Seq_1620593	ENSG00000159140	ENST00000300278
>Seq_1620611	ENSG00000159140	ENST00000300278
>Seq_1620637	ENSG00000159140	ENST00000300278
>Seq_1620656	ENSG00000159140	ENST00000300278
>Seq_1620688	ENSG00000159140	ENST00000356577
>Seq_1620724	ENSG00000159140	ENST00000356577
>Seq_1620735	ENSG00000159140	ENST00000356577
>Seq_1620789	ENSG00000159140	ENST00000356577
>Seq_1620815	ENSG00000159140	ENST00000356577
>Seq_1620836	ENSG00000159140	ENST00000356577
>Seq_1620920	ENSG00000159147	ENST00000303113
>Seq_1620922	ENSG00000159147	ENST00000303113
>Seq_1620939	ENSG00000159147	ENST00000303113
>Seq_1620973	ENSG00000159147	ENST00000303113
>Seq_1620997	ENSG00000159147	ENST00000303113
>Seq_1621014	ENSG00000159147	ENST00000453626
>Seq_1621056	ENSG00000159164	ENST00000369145
>Seq_1621063	ENSG00000159164	ENST00000369145
>Seq_1621097	ENSG00000159164	ENST00000369145
>Seq_1621104	ENSG00000159164	ENST00000369145
>Seq_1621107	ENSG00000159164	ENST00000369145
>Seq_1621112	ENSG00000159164	ENST00000369145
>Seq_1621134	ENSG00000159164	ENST00000369146
>Seq_1621192	ENSG00000159166	ENST00000367313
>Seq_1621202	ENSG00000159166	ENST00000367313
>Seq_1621209	ENSG00000159166	ENST00000367313
>Seq_1621232	ENSG00000159166	ENST00000367313
>Seq_1621241	ENSG00000159166	ENST00000367313
>Seq_1621244	ENSG00000159166	ENST00000367313
>Seq_1621258	ENSG00000159166	ENST00000367313
>Seq_1621291	ENSG00000159166	ENST00000367313
>Seq_1621292	ENSG00000159166	ENST00000367313
>Seq_1621300	ENSG00000159166	ENST00000367313
>Seq_1621307	ENSG00000159166	ENST00000367313
>Seq_1621340	ENSG00000159166	ENST00000367313
>Seq_1621353	ENSG00000159166	ENST00000367313
>Seq_1621364	ENSG00000159166	ENST00000367313
>Seq_1621419	ENSG00000159167	ENST00000290271
>Seq_1621423	ENSG00000159167	ENST00000290271
>Seq_1621433	ENSG00000159167	ENST00000290271
>Seq_1621450	ENSG00000159167	ENST00000290271
>Seq_1621469	ENSG00000159167	ENST00000290271
>Seq_1621499	ENSG00000159167	ENST00000290271
>Seq_1621517	ENSG00000159167	ENST00000290271
>Seq_1621695	ENSG00000159167	ENST00000290271
>Seq_1621713	ENSG00000159176	ENST00000340006
>Seq_1621716	ENSG00000159176	ENST00000340006
>Seq_1621727	ENSG00000159176	ENST00000340006
>Seq_1621786	ENSG00000159176	ENST00000340006
>Seq_1621841	ENSG00000159176	ENST00000340006
>Seq_1621981	ENSG00000159176	ENST00000340006
>Seq_1622125	ENSG00000159176	ENST00000340006
>Seq_1622126	ENSG00000159176	ENST00000340006
>Seq_1622223	ENSG00000159184	ENST00000290295
>Seq_1622249	ENSG00000159184	ENST00000290295
>Seq_1622253	ENSG00000159184	ENST00000290295
>Seq_1622258	ENSG00000159184	ENST00000290295
>Seq_1622265	ENSG00000159184	ENST00000290295
>Seq_1622269	ENSG00000159184	ENST00000290295
>Seq_1622274	ENSG00000159184	ENST00000290295
>Seq_1622302	ENSG00000159184	ENST00000290295
>Seq_1622316	ENSG00000159184	ENST00000290295
>Seq_1622597	ENSG00000159199	ENST00000355938
>Seq_1622599	ENSG00000159199	ENST00000355938
>Seq_1622647	ENSG00000159199	ENST00000393366
>Seq_1622675	ENSG00000159200	ENST00000313806
>Seq_1622707	ENSG00000159200	ENST00000313806
>Seq_1622866	ENSG00000159200	ENST00000443408
>Seq_1622873	ENSG00000159202	ENST00000360943
>Seq_1622883	ENSG00000159202	ENST00000360943
>Seq_1622920	ENSG00000159202	ENST00000360943
>Seq_1622935	ENSG00000159202	ENST00000360943
>Seq_1623007	ENSG00000159202	ENST00000360943
>Seq_1623082	ENSG00000159202	ENST00000360943
>Seq_1623157	ENSG00000159202	ENST00000360943
>Seq_1623241	ENSG00000159208	ENST00000290363
>Seq_1623271	ENSG00000159210	ENST00000290330
>Seq_1623288	ENSG00000159210	ENST00000290330
>Seq_1623316	ENSG00000159210	ENST00000290330
>Seq_1623328	ENSG00000159210	ENST00000290330
>Seq_1623333	ENSG00000159210	ENST00000290330
>Seq_1623353	ENSG00000159210	ENST00000290330
>Seq_1623395	ENSG00000159210	ENST00000502492
>Seq_1623406	ENSG00000159210	ENST00000502492
>Seq_1623453	ENSG00000159210	ENST00000510558
>Seq_1623558	ENSG00000159216	ENST00000300305
>Seq_1623567	ENSG00000159216	ENST00000300305
>Seq_1623583	ENSG00000159216	ENST00000344691
>Seq_1623689	ENSG00000159217	ENST00000290341
>Seq_1623722	ENSG00000159228	ENST00000290349
>Seq_1623735	ENSG00000159228	ENST00000290349
>Seq_1623765	ENSG00000159228	ENST00000290349
>Seq_1623803	ENSG00000159228	ENST00000290349
>Seq_1623818	ENSG00000159228	ENST00000290349
>Seq_1623830	ENSG00000159228	ENST00000290349
>Seq_1623857	ENSG00000159228	ENST00000290349
>Seq_1623936	ENSG00000159228	ENST00000290349
>Seq_1623992	ENSG00000159231	ENST00000290354
>Seq_1624004	ENSG00000159231	ENST00000290354
>Seq_1624008	ENSG00000159231	ENST00000290354
>Seq_1624020	ENSG00000159231	ENST00000290354
>Seq_1624053	ENSG00000159231	ENST00000290354
>Seq_1624098	ENSG00000159231	ENST00000290354
>Seq_1624112	ENSG00000159256	ENST00000400485
>Seq_1624157	ENSG00000159256	ENST00000400485
>Seq_1624208	ENSG00000159256	ENST00000400485
>Seq_1624279	ENSG00000159256	ENST00000400485
>Seq_1624345	ENSG00000159259	ENST00000314103
>Seq_1624350	ENSG00000159259	ENST00000314103
>Seq_1624356	ENSG00000159259	ENST00000314103
>Seq_1624379	ENSG00000159259	ENST00000314103
>Seq_1624397	ENSG00000159259	ENST00000314103
>Seq_1624398	ENSG00000159259	ENST00000314103
>Seq_1624423	ENSG00000159259	ENST00000314103
>Seq_1624436	ENSG00000159259	ENST00000314103
>Seq_1624445	ENSG00000159259	ENST00000314103
>Seq_1624497	ENSG00000159263	ENST00000290399
>Seq_1624533	ENSG00000159267	ENST00000336648
>Seq_1624535	ENSG00000159267	ENST00000336648
>Seq_1624548	ENSG00000159267	ENST00000336648
>Seq_1624578	ENSG00000159267	ENST00000336648
>Seq_1624604	ENSG00000159267	ENST00000336648
>Seq_1624721	ENSG00000159267	ENST00000336648
>Seq_1624753	ENSG00000159267	ENST00000419461
>Seq_1624783	ENSG00000159307	ENST00000290460
>Seq_1624796	ENSG00000159307	ENST00000360835
>Seq_1624801	ENSG00000159307	ENST00000360835
>Seq_1624815	ENSG00000159307	ENST00000360835
>Seq_1624881	ENSG00000159307	ENST00000360835
>Seq_1624909	ENSG00000159307	ENST00000360835
>Seq_1624948	ENSG00000159314	ENST00000376922
>Seq_1625014	ENSG00000159322	ENST00000311669
>Seq_1625019	ENSG00000159322	ENST00000311669
>Seq_1625032	ENSG00000159322	ENST00000311669
>Seq_1625056	ENSG00000159322	ENST00000311669
>Seq_1625069	ENSG00000159322	ENST00000311669
>Seq_1625077	ENSG00000159322	ENST00000311669
>Seq_1625138	ENSG00000159322	ENST00000311669
>Seq_1625212	ENSG00000159322	ENST00000566509
>Seq_1625235	ENSG00000159335	ENST00000309083
>Seq_1625240	ENSG00000159335	ENST00000309083
>Seq_1625250	ENSG00000159335	ENST00000309083
>Seq_1625403	ENSG00000159335	ENST00000309083
>Seq_1625435	ENSG00000159335	ENST00000309083
>Seq_1625444	ENSG00000159335	ENST00000309083
>Seq_1625506	ENSG00000159335	ENST00000309083
>Seq_1625587	ENSG00000159335	ENST00000309083
>Seq_1625621	ENSG00000159335	ENST00000309083
>Seq_1625641	ENSG00000159335	ENST00000309083
>Seq_1625652	ENSG00000159335	ENST00000309083
>Seq_1625698	ENSG00000159335	ENST00000389462
>Seq_1625718	ENSG00000159335	ENST00000389462
>Seq_1625731	ENSG00000159335	ENST00000389462
>Seq_1625761	ENSG00000159335	ENST00000540874
>Seq_1625783	ENSG00000159346	ENST00000340990
>Seq_1625834	ENSG00000159346	ENST00000340990
