CID	Dom_Name	Enri	Depl	Freq.x	Freq.y	val	Class
3.90.1420.10	RuBisCo LSMT C-terminal, substrate-binding domain	0.000382409177820268	0.000435988902100674	1	11	NO	Alpha-Beta
3.90.1460.10	GTF2I-like repeat	0.000382409177820268	0.000832342449464923	1	21	NO	Alpha-Beta
3.90.15.10	Topoisomerase I; Chain A, domain 3	0.000764818355640535	0.000198176773682124	2	5	YES	Alpha-Beta
3.90.1590.10	glutathione-dependent formaldehyde- activating enzyme (gfa)	0.000382409177820268	7.92707094728498e-05	1	2	YES	Alpha-Beta
3.90.1800.10	RNA polymerase alpha subunit dimerisation domain	0.000382409177820268	0.0001585414189457	1	4	YES	Alpha-Beta
3.90.180.10	Medium-chain alcohol dehydrogenases, catalytic domain	0.00229445506692161	0.00146650812524772	6	37	YES	Alpha-Beta
3.90.190.10	Protein tyrosine phosphatase superfamily	0.00382409177820268	0.00638129211256441	10	161	NO	Alpha-Beta
3.90.20.10		0.000764818355640535	0.000317082837891399	2	8	YES	Alpha-Beta
3.90.20.20		0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.90.215.10	Gamma Fibrinogen, chain A, domain 1	0.0011472275334608	0.000634165675782798	3	16	YES	Alpha-Beta
3.90.226.10	2-enoyl-CoA Hydratase; Chain A, domain 1	0.00267686424474187	0.00253666270313119	7	64	YES	Alpha-Beta
3.90.228.10		0.0011472275334608	0.00114942528735632	3	29	NO	Alpha-Beta
3.90.228.20		0.000382409177820268	0.000356718192627824	1	9	YES	Alpha-Beta
3.90.230.10	Creatinase/methionine aminopeptidase superfamily	0.00267686424474187	0.0011097899326199	7	28	YES	Alpha-Beta
3.90.260.10	Coagulation Factor XIII, subunit A, domain 2	0.000382409177820268	0.000396353547364249	1	10	NO	Alpha-Beta
3.90.290.10	Extracellular Matrix Fibrillin	0.00305927342256214	0.00130796670630202	8	33	YES	Alpha-Beta
3.90.470.10	Ribosomal Protein L22; Chain A	0.000382409177820268	0.000317082837891399	1	8	YES	Alpha-Beta
3.90.520.10	Smad3; Chain A	0.0011472275334608	0.000435988902100674	3	11	YES	Alpha-Beta
3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	0.0011472275334608	0.00515259611573524	3	130	NO	Alpha-Beta
3.90.570.10	A heparin-binding domain	0.000382409177820268	0.000475624256837099	1	12	NO	Alpha-Beta
3.90.640.10	Actin; Chain A, domain 4	0.00191204588910134	0.000990883868410622	5	25	YES	Alpha-Beta
3.90.650.10	Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2	0.000764818355640535	0.000435988902100674	2	11	YES	Alpha-Beta
3.90.660.20	Protoporphyrinogen oxidase, mitochondrial; domain 2	0.000382409177820268	0.000237812128418549	1	6	YES	Alpha-Beta
3.90.70.10	Cysteine proteinases	0.00535372848948375	0.00594530321046373	14	150	NO	Alpha-Beta
3.90.740.10	Isoleucyl-tRNA Synthetase; Domain 2	0.000764818355640535	0.000317082837891399	2	8	YES	Alpha-Beta
3.90.770.10	3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2	0.000382409177820268	0.000198176773682124	1	5	YES	Alpha-Beta
3.90.79.10	Nucleoside Triphosphate Pyrophosphohydrolase	0.000382409177820268	0.00154577883472057	1	39	NO	Alpha-Beta
3.90.830.10	Syntaxin Binding Protein 1; Chain A, domain 2	0.000382409177820268	0.000396353547364249	1	10	NO	Alpha-Beta
3.90.850.10	Fumarylacetoacetate hydrolase, domain 2	0.000382409177820268	0.000396353547364249	1	10	NO	Alpha-Beta
4.10.1000.10	CCCH zinc finger	0.00152963671128107	0.00249702734839477	4	63	NO	Few sec.structures
4.10.1050.10	Expressed protein At2g23090/F21P24.15	0.000764818355640535	0.000594530321046373	2	15	YES	Few sec.structures
4.10.1060.10	Znf265, first zinc-finger domain	0.00191204588910134	0.000990883868410622	5	25	YES	Few sec.structures
4.10.1080.10	TSP type-3 repeat	0.00458891013384321	0.000713436385255648	12	18	YES	Few sec.structures
4.10.1110.10	Riken cdna 2310008m20 protein	0.000764818355640535	0.000237812128418549	2	6	YES	Few sec.structures
4.10.1220.10	EGF-type module	0.00267686424474187	0.000753071739992073	7	19	YES	Few sec.structures
4.10.230.10	Amyloid A4	0.000382409177820268	0.000237812128418549	1	6	YES	Few sec.structures
4.10.260.10	Transducin (heterotrimeric G protein), gamma chain	0.000382409177820268	3.96353547364249e-05	1	1	YES	Few sec.structures
4.10.280.10	HLH, helix-loop-helix DNA-binding domain	0.00152963671128107	0.00198176773682124	4	50	NO	Few sec.structures
4.10.320.10	Dihydrolipoamide Transferase	0.000382409177820268	0.000118906064209275	1	3	YES	Few sec.structures
4.10.400.10	Low-density Lipoprotein Receptor	0.00420650095602294	0.0017439556084027	11	44	YES	Few sec.structures
4.10.40.10		0.000764818355640535	0.000554894966309949	2	14	YES	Few sec.structures
4.10.40.20		0.000382409177820268	0.000317082837891399	1	8	YES	Few sec.structures
4.10.410.10	Factor Xa Inhibitor	0.000764818355640535	0.000594530321046373	2	15	YES	Few sec.structures
4.10.60.10	HIV-1 Nucleocapsid Protein	0.0011472275334608	0.00182322631787554	3	46	NO	Few sec.structures
4.10.70.10	Echistatin	0.00152963671128107	0.000673801030519223	4	17	YES	Few sec.structures
4.10.770.10	Signal Protein Aml-1b; Chain A, domain 3	0.000382409177820268	7.92707094728498e-05	1	2	YES	Few sec.structures
4.10.790.10	Pyruvate-ferredoxin Oxidoreductase; domain 7	0.00229445506692161	0.000990883868410622	6	25	YES	Few sec.structures
4.10.800.10	Invariant Chain; Chain I	0.00191204588910134	0.000594530321046373	5	15	YES	Few sec.structures
4.10.950.10	Ribosomal protein L2, domain 3	0.000382409177820268	0.000118906064209275	1	3	YES	Few sec.structures
4.10.960.10	Ribosomal protein L3, domain 3	0.000382409177820268	0.0001585414189457	1	4	YES	Few sec.structures
